country_code,country_name,start_year,end_year,label_end_year,classification,source_table_row,source_country_text,source_start_text,source_end_text,source_table,source_url,source_pdf_sha256
BOL,Bolivia,1986,1986.0,1986,systemic,16,Bolivia,1986,1986,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
BOL,Bolivia,1994,1994.0,1994,systemic,17,Bolivia,1994,1994,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
BIH,Bosnia and Herzegovina,1992,1996.0,1996,systemic,18,Bosnia and Herzegovina,1992,1996 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
BRA,Brazil,1994,1998.0,1998,systemic,19,Brazil,1994,1998,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
BRA,Brazil,1990,1994.0,1994,systemic,20,Brazil,1990,1994 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
BGR,Bulgaria,1996,1997.0,1997,systemic,21,Bulgaria,1996,1997,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
BFA,Burkina Faso,1990,1994.0,1994,systemic,22,Burkina Faso,1990,1994,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
BDI,Burundi,1994,1998.0,1998,systemic,23,Burundi,1994,1998 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
CMR,Cameroon,1987,1991.0,1991,systemic,24,Cameroon,1987,1991 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
CMR,Cameroon,1995,1997.0,1997,systemic,25,Cameroon,1995,1997,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
CPV,Cape Verde,1993,1993.0,1993,systemic,26,Cape Verde,1993,1993,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
CAF,Central African Republic,1976,1976.0,1976,systemic,27,Central African Republic,1976,1976,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
CAF,Central African Republic,1995,1996.0,1996,systemic,28,Central African Republic,1995,1996,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
TCD,Chad,1983,1983.0,1983,systemic,29,Chad,1983,1983,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
TCD,Chad,1992,1996.0,1996,systemic,30,Chad,1992,1996 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
TCD,Chad,2015,2019.0,2019,systemic,31,Chad,2015,2019 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
CHL,Chile,1976,1976.0,1976,systemic,32,Chile,1976,1976,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
CHL,Chile,1981,1985.0,1985,systemic,33,Chile,1981,1985 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
CHN,China,1998,1998.0,1998,systemic,34,China,1998,1998,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
COL,Colombia,1982,1982.0,1982,systemic,35,Colombia,1982,1982,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
COL,Colombia,1998,2000.0,2000,systemic,36,Colombia,1998,2000,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
CRI,Costa Rica,1987,1991.0,1991,systemic,37,Costa Rica,1987,1991,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
CRI,Costa Rica,1994,1995.0,1995,systemic,38,Costa Rica,1994,1995,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
CIV,Cote d'Ivoire,1988,1992.0,1992,systemic,39,Cote d'Ivoire,1988,1992 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
HRV,Croatia,1998,1999.0,1999,systemic,40,Croatia,1998,1999,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
CYP,Cyprus,2011,2015.0,2015,systemic,41,Cyprus,2011,2015 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
CZE,Czech Republic,1996,2000.0,2000,systemic,42,Czech Republic,1996,2000 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
COD,Democratic Republic of Congo,1983,1983.0,1983,systemic,43,Democratic Republic of Congo,1983,1983,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
COD,Democratic Republic of Congo,1991,1994.0,1994,systemic,44,Democratic Republic of Congo,1991,1994 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
COD,Democratic Republic of Congo,1994,1998.0,1998,systemic,45,Democratic Republic of Congo,1994,1998 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
DNK,Denmark,2008,2009.0,2009,systemic,46,Denmark,2008,2009,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
DJI,Djibouti,1991,1995.0,1995,systemic,47,Djibouti,1991,1995 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
DOM,Dominican Republic,2003,2004.0,2004,systemic,48,Dominican Republic,2003,2004,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
ECU,Ecuador,1982,1986.0,1986,systemic,49,Ecuador,1982,1986 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
ECU,Ecuador,1998,2002.0,2002,systemic,50,Ecuador,1998,2002,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
EGY,Egypt,1980,1980.0,1980,systemic,51,Egypt,1980,1980,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
SLV,El Salvador,1989,1990.0,1990,systemic,52,El Salvador,1989,1990,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
GNQ,Equatorial Guinea,1983,1983.0,1983,systemic,53,Equatorial Guinea,1983,1983,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
GNQ,Equatorial Guinea,2015,2019.0,2019,systemic,54,Equatorial Guinea,2015,2019 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
ERI,Eritrea,1993,1993.0,1993,systemic,55,Eritrea,1993,1993,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
EST,Estonia,1992,1994.0,1994,systemic,56,Estonia,1992,1994,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
SWZ,Eswatini,1995,1999.0,1999,systemic,57,Eswatini,1995,1999 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
FIN,Finland,1991,1995.0,1995,systemic,58,Finland,1991,1995,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
FRA,France,2008,2009.0,2009,systemic,59,France,2008,2009,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
GEO,Georgia,1991,1995.0,1995,systemic,60,Georgia,1991,1995 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
DEU,Germany,2008,2009.0,2009,systemic,61,Germany,2008,2009,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
GHA,Ghana,1982,1983.0,1983,systemic,62,Ghana,1982,1983,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
GHA,Ghana,2017,2021.0,2021,systemic,63,Ghana,2017,2021 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
GRC,Greece,2008,2012.0,2012,systemic,64,Greece,2008,2012 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
GIN,Guinea,1985,1985.0,1985,systemic,65,Guinea,1985,1985,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
GIN,Guinea,1993,1993.0,1993,systemic,66,Guinea,1993,1993,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
GNB,Guinea-Bissau,1995,1998.0,1998,systemic,67,Guinea-Bissau,1995,1998,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
GNB,Guinea-Bissau,2014,2016.0,2016,systemic,68,Guinea-Bissau,2014,2016,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
GUY,Guyana,1993,1993.0,1993,systemic,69,Guyana,1993,1993,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
HTI,Haiti,1994,1998.0,1998,systemic,70,Haiti,1994,1998,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
HUN,Hungary,1991,1995.0,1995,systemic,71,Hungary,1991,1995 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
HUN,Hungary,2008,2012.0,2012,systemic,72,Hungary,2008,2012 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
ISL,Iceland,2008,2012.0,2012,systemic,73,Iceland,2008,2012 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
IND,India,1993,1993.0,1993,systemic,74,India,1993,1993,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
IDN,Indonesia,1997,2001.0,2001,systemic,75,Indonesia,1997,2001 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
IRL,Ireland,2008,2012.0,2012,systemic,76,Ireland,2008,2012 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
ISR,Israel,1983,1986.0,1986,systemic,77,Israel,1983,1986,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
ITA,Italy,2008,2009.0,2009,systemic,78,Italy,2008,2009,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
JAM,Jamaica,1996,1998.0,1998,systemic,79,Jamaica,1996,1998,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
JPN,Japan,1997,2001.0,2001,systemic,80,Japan,1997,2001 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
JOR,Jordan,1989,1991.0,1991,systemic,81,Jordan,1989,1991,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
KAZ,Kazakhstan,2014,2018.0,2018,systemic,82,Kazakhstan,2014,2018 5/,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
KAZ,Kazakhstan,2008,2008.0,2008,systemic,83,Kazakhstan,2008,2008,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
KEN,Kenya,1985,1985.0,1985,systemic,84,Kenya,1985,1985,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
KEN,Kenya,1992,1994.0,1994,systemic,85,Kenya,1992,1994,"Appendix I, Table A1",https://www.imf.org/en/publications/wp/issues/2026/05/14/systemic-banking-crises-database-1970-2025-576036,266074fede721a5254b60b2c2800e68c996cf11305fcb42e8ed005845b1bebb1
